NUTS2;YEAR;SEX;RANKING_REF_YEAR;GIVEN_NAME;NUMBER
AT31;2012;1;54;Martin;27
AT31;2012;1;54;Matteo;27
AT31;2012;1;56;Andreas;26
AT31;2012;1;56;Fabio;26
AT31;2012;1;58;Leonhard;25
AT31;2012;1;58;Max;25
AT31;2012;1;60;Bastian;24
AT31;2012;2;1;Hannah;156
AT31;2012;2;2;Anna;155
AT31;2012;2;3;Sarah;146
AT31;2012;2;4;Lena;128
AT31;2012;2;5;Sophie;119
AT31;2012;2;6;Julia;112
AT31;2012;2;7;Leonie;104
AT31;2012;2;7;Marie;104
AT31;2012;2;9;Lea;103
AT31;2012;2;10;Emma;97
AT31;2012;2;11;Mia;96
AT31;2012;2;12;Johanna;94
AT31;2012;2;13;Valentina;91
AT31;2012;2;14;Laura;88
AT31;2012;2;14;Sophia;88
AT31;2012;2;16;Katharina;85
AT31;2012;2;17;Luisa;84
AT31;2012;2;18;Lara;83
AT31;2012;2;19;Jana;79
AT31;2012;2;20;Lisa;76
AT31;2012;2;21;Magdalena;74
AT31;2012;2;22;Clara;69
AT31;2012;2;23;Emilia;68
AT31;2012;2;23;Theresa;68
AT31;2012;2;25;Marlene;66
AT31;2012;2;26;Amelie;64
AT31;2012;2;26;Viktoria;64
AT31;2012;2;28;Elena;61
AT31;2012;2;29;Nina;57
AT31;2012;2;30;Miriam;55
AT31;2012;2;31;Isabella;54
AT31;2012;2;32;Eva;50
AT31;2012;2;33;Franziska;47
AT31;2012;2;34;Alina;46
AT31;2012;2;35;Helena;45
AT31;2012;2;36;Selina;43
AT31;2012;2;37;Annika;37
AT31;2012;2;37;Vanessa;37
AT31;2012;2;39;Emily;36
AT31;2012;2;39;Lilly;36
AT31;2012;2;41;Nora;35
AT31;2012;2;42;Paula;34
AT31;2012;2;43;Elisa;33
AT31;2012;2;43;Jasmin;33
AT31;2012;2;45;Lina;32
AT31;2012;2;46;Anja;31
AT31;2012;2;46;Emely;31
AT31;2012;2;48;Pia;30
AT31;2012;2;49;Elisabeth;29
AT31;2012;2;50;Anika;28
AT31;2012;2;50;Helene;28
AT31;2012;2;50;Stefanie;28
AT31;2012;2;53;Maria;27
AT31;2012;2;54;Antonia;24
AT31;2012;2;54;Carolina;24
AT31;2012;2;56;Elina;22
AT31;2012;2;56;Ella;22
AT31;2012;2;58;Alexandra;20
AT31;2012;2;58;Anna-Lena;20
AT31;2012;2;58;Maja;20
AT31;2013;1;1;Felix;185
AT31;2013;1;2;Lukas;172
AT31;2013;1;3;Tobias;171
AT31;2013;1;4;Simon;149
AT31;2013;1;5;Paul;147
AT31;2013;1;6;Jonas;143
AT31;2013;1;7;Jakob;142
AT31;2013;1;8;David;141
AT31;2013;1;9;Elias;137
AT31;2013;1;10;Alexander;136
AT31;2013;1;11;Maximilian;120
AT31;2013;1;12;Leon;116
AT31;2013;1;13;Moritz;112
AT31;2013;1;14;Fabian;111
AT31;2013;1;15;Raphael;110
AT31;2013;1;16;Sebastian;107
AT31;2013;1;17;Florian;103
AT31;2013;1;18;Luca;101
AT31;2013;1;19;Julian;94
AT31;2013;1;20;Michael;87
AT31;2013;1;21;Niklas;82
AT31;2013;1;22;Matthias;76
AT31;2013;1;23;Philipp;70
AT31;2013;1;24;Daniel;67
AT31;2013;1;25;Leo;63
AT31;2013;1;26;Noah;61
AT31;2013;1;27;Valentin;60
AT31;2013;1;28;Nico;57
AT31;2013;1;29;Dominik;52
AT31;2013;1;30;Jan;48
AT31;2013;1;31;Johannes;47
AT31;2013;1;31;Samuel;47
AT31;2013;1;33;Ben;43
AT31;2013;1;33;Gabriel;43
AT31;2013;1;33;Konstantin;43
AT31;2013;1;33;Marcel;43
AT31;2013;1;33;Thomas;43
AT31;2013;1;38;Benjamin;42
AT31;2013;1;39;Manuel;41
AT31;2013;1;40;Lorenz;40
AT31;2013;1;41;Matteo;39
AT31;2013;1;42;Emil;38
AT31;2013;1;43;Adrian;36
AT31;2013;1;43;Stefan;36
AT31;2013;1;45;Erik;35
AT31;2013;1;45;Luis;35
AT31;2013;1;47;Jonathan;34
AT31;2013;1;47;Laurenz;34
AT31;2013;1;49;Andreas;33
AT31;2013;1;49;Tim;33
AT31;2013;1;49;Timo;33
AT31;2013;1;52;Anton;31
AT31;2013;1;53;Clemens;30
AT31;2013;1;53;Kilian;30
AT31;2013;1;55;Leonhard;29
AT31;2013;1;56;Martin;28
AT31;2013;1;57;Yannick;27
AT31;2013;1;58;Oliver;25
AT31;2013;1;58;Theodor;25
AT31;2013;1;60;Benedikt;24
AT31;2013;2;1;Anna;162
AT31;2013;2;2;Hannah;149
AT31;2013;2;3;Lena;133
AT31;2013;2;4;Sophie;132
AT31;2013;2;5;Emma;129
AT31;2013;2;6;Laura;128
AT31;2013;2;7;Sarah;119
AT31;2013;2;8;Marie;112
AT31;2013;2;8;Sophia;112
AT31;2013;2;10;Lea;95
AT31;2013;2;11;Leonie;94
AT31;2013;2;12;Julia;91
AT31;2013;2;12;Luisa;91
AT31;2013;2;14;Emilia;88
AT31;2013;2;15;Jana;87
AT31;2013;2;16;Johanna;86
AT31;2013;2;17;Lara;85
AT31;2013;2;18;Valentina;84
AT31;2013;2;19;Mia;83
AT31;2013;2;20;Lisa;82
AT31;2013;2;21;Katharina;81
AT31;2013;2;22;Magdalena;74
AT31;2013;2;23;Amelie;68
AT31;2013;2;23;Clara;68
AT31;2013;2;25;Marlene;64
AT31;2013;2;26;Isabella;63
AT31;2013;2;27;Alina;61
AT31;2013;2;28;Theresa;60
AT31;2013;2;29;Elena;59
AT31;2013;2;30;Miriam;54
AT31;2013;2;30;Viktoria;54
AT31;2013;2;32;Franziska;50
AT31;2013;2;33;Pia;45
AT31;2013;2;34;Nina;44
AT31;2013;2;35;Emely;42
AT31;2013;2;36;Emily;40
AT31;2013;2;36;Valerie;40
AT31;2013;2;38;Lina;39
AT31;2013;2;39;Elisa;38
AT31;2013;2;39;Helena;38
AT31;2013;2;39;Nora;38
AT31;2013;2;42;Annika;37
AT31;2013;2;43;Eva;36
AT31;2013;2;43;Isabel;36
AT31;2013;2;45;Christina;30
AT31;2013;2;46;Anja;29
AT31;2013;2;46;Carolina;29
AT31;2013;2;46;Jasmin;29
AT31;2013;2;46;Lilly;29
AT31;2013;2;46;Paula;29
AT31;2013;2;51;Helene;26
AT31;2013;2;52;Olivia;25
AT31;2013;2;52;Selina;25
AT31;2013;2;54;Larissa;24
AT31;2013;2;55;Elisabeth;23
AT31;2013;2;55;Ella;23
AT31;2013;2;57;Antonia;22
AT31;2013;2;57;Vanessa;22
AT31;2013;2;59;Maria;21
AT31;2013;2;59;Paulina;21
